Spec. symbol,Program zkratka,Obor zkratka,Typ studia,Forma,Datum a čas zal. přihl.,Datum podání,Spr. poplatek - vypočteno,Spr. poplatek - zaplaceno,Zaplaceno,Datum úhrady,Dadtum zkompl. Zaplaceno,Datum zkompl. Adresy,Kompl. adresy,Datum zkompl. Os. údaje,Kompl. přihlášky,Datum zkompl. celé přihl.,Kompl. údajů přihl.,Datum zkompl. Údaje o přihl.,KA - obec,KA - stát
95834,B-BEE,,Bakalářský,prezenční,03. 10. 2022 17:01,05.10.2022,750,750,ano,05.10.2022,05. 10. 2022 10:43:52,03. 10. 2022 17:32:42,ano,03. 10. 2022 17:23:54,ano,05. 10. 2022 10:43:53,ano,03. 10. 2022 17:17:46,Uyo - Akwa Ibom State,Ostatní
96720,N-LPA,,Magisterský navazující,prezenční,09. 11. 2022 02:25,09.11.2022,750,0,ne,,,09. 11. 2022 02:47:41,ano,09. 11. 2022 02:45:30,ne,,ano,09. 11. 2022 02:33:28,Cairo,Egyptská arabská republika
96565,N-EGS,,Magisterský navazující,prezenční,02. 11. 2022 19:35,02.11.2022,750,0,ne,,,02. 11. 2022 19:44:00,ano,02. 11. 2022 19:41:40,ne,,ano,02. 11. 2022 19:37:43,Haripur kpk,Pákistánská islámská republika
95855,N-NCO,,Magisterský navazující,prezenční,04. 10. 2022 09:00,,750,0,ne,,,24. 01. 2022 18:56:07,ano,04. 10. 2022 09:00:27,ne,,ano,04. 10. 2022 09:00:27,Oñati,Španělské království
95832,N-NCO,,Magisterský navazující,prezenční,03. 10. 2022 16:30,03.10.2022,750,0,ne,,,03. 10. 2022 18:41:16,ano,03. 10. 2022 18:39:55,ne,,ano,03. 10. 2022 16:31:04,Praha,Česká republika
95942,N-EGS,,Magisterský navazující,prezenční,06. 10. 2022 19:26,06.10.2022,750,0,ne,,,06. 10. 2022 19:39:08,ano,06. 10. 2022 19:33:24,ne,,ano,06. 10. 2022 19:28:20,"Surulere, Lagos",Nigérijská federativní republika
95880,B-BEDS,,Bakalářský,prezenční,04. 10. 2022 20:54,,750,0,ne,,,,ne,,ne,,ano,04. 10. 2022 21:27:56,,
96101,N-EGS,,Magisterský navazující,prezenční,13. 10. 2022 17:53,14.10.2022,750,0,ne,,,13. 10. 2022 23:56:01,ano,13. 10. 2022 23:49:54,ne,,ano,13. 10. 2022 17:53:09,Benin City,Nigérijská federativní republika
96157,B-BEE,,Bakalářský,prezenční,16. 10. 2022 17:39,,750,0,ne,,,,ne,,ne,,ne,,,
96277,B-BEE,,Bakalářský,prezenční,21. 10. 2022 09:15,21.10.2022,750,750,ano,21.10.2022,21. 10. 2022 10:17:13,21. 10. 2022 10:07:18,ano,21. 10. 2022 09:51:31,ano,21. 10. 2022 10:17:13,ano,21. 10. 2022 09:19:16,Ikeja -Lagos,Nigérijská federativní republika
96233,B-BEDS,,Bakalářský,prezenční,19. 10. 2022 17:50,,750,0,ne,,,,ne,,ne,,ano,20. 10. 2022 08:46:04,,
96397,B-BEE,,Bakalářský,prezenční,24. 10. 2022 18:18,,750,0,ne,,,,ne,,ne,,ano,24. 10. 2022 18:21:29,,
96474,B-BEDS,,Bakalářský,prezenční,29. 10. 2022 13:51,,750,0,ne,,,,ne,,ne,,ano,29. 10. 2022 13:52:34,,
95822,N-EGS,,Magisterský navazující,prezenční,03. 10. 2022 14:28,11.10.2022,750,750,ano,22.10.2022,22. 10. 2022 23:33:14,11. 10. 2022 17:10:01,ano,11. 10. 2022 17:18:19,ano,22. 10. 2022 23:33:15,ano,03. 10. 2022 14:31:29,"Abuja, Nigeria",Nigérijská federativní republika
96607,B-BEE,,Bakalářský,prezenční,04. 11. 2022 09:41,07.11.2022,750,0,ne,,,07. 11. 2022 11:36:44,ano,07. 11. 2022 11:25:48,ne,,ano,04. 11. 2022 09:43:01,Ibadan,Nigérijská federativní republika
96574,B-BEE,,Bakalářský,prezenční,03. 11. 2022 03:26,,750,0,ne,,,,ne,,ne,,ano,03. 11. 2022 03:37:20,,
96490,N-EGS,,Magisterský navazující,prezenční,30. 10. 2022 12:34,30.10.2022,750,0,ne,,,30. 10. 2022 12:54:28,ano,30. 10. 2022 12:52:27,ne,,ano,30. 10. 2022 12:36:23,Kabul,Afghánistán
96064,B-BEDS,,Bakalářský,prezenční,12. 10. 2022 12:58,12.10.2022,750,0,ne,,,10. 06. 2022 13:44:31,ano,12. 10. 2022 12:58:13,ne,,ano,12. 10. 2022 12:58:14,Chene-Bourg,Švýcarská konfederace
96354,B-BEDS,,Bakalářský,prezenční,24. 10. 2022 00:26,24.10.2022,750,0,ne,,,24. 10. 2022 00:48:33,ano,24. 10. 2022 00:44:06,ne,,ano,24. 10. 2022 00:30:18,Berekum,Ghanská republika
96030,N-NCO,,Magisterský navazující,prezenční,10. 10. 2022 20:41,,750,0,ne,,,,ne,,ne,,ano,10. 10. 2022 21:51:28,,
96053,N-EGS,,Magisterský navazující,prezenční,11. 10. 2022 20:57,,750,0,ne,,,25. 10. 2022 22:45:33,ano,25. 10. 2022 22:28:44,ne,,ano,11. 10. 2022 21:06:19,Paynesville City,Liberijská republika
96459,B-BEDS,,Bakalářský,prezenční,27. 10. 2022 22:21,,750,0,ne,,,,ne,27. 10. 2022 23:09:56,ne,,ano,27. 10. 2022 22:59:26,,
96501,B-BEE,,Bakalářský,prezenční,30. 10. 2022 21:35,31.10.2022,750,0,ne,,,29. 10. 2022 17:03:49,ano,30. 10. 2022 21:35:10,ne,,ano,30. 10. 2022 21:35:11,Techiman,Ghanská republika
96080,B-BEE,,Bakalářský,prezenční,13. 10. 2022 00:54,,750,0,ne,,,,ne,,ne,,ano,13. 10. 2022 00:57:35,,
96487,N-EGS,,Magisterský navazující,prezenční,30. 10. 2022 12:06,30.10.2022,750,0,ne,,,30. 10. 2022 12:25:46,ano,30. 10. 2022 12:13:44,ne,,ano,30. 10. 2022 12:06:02,Makurdi BENUE STATE,Nigérijská federativní republika
95945,N-ENVA,,Magisterský navazující,prezenční,06. 10. 2022 22:22,06.10.2022,750,0,ne,,,06. 10. 2022 22:42:24,ano,06. 10. 2022 22:37:48,ne,,ano,06. 10. 2022 22:23:28,Tehran,Íránská islámská republika
96008,N-ENVA,,Magisterský navazující,prezenční,09. 10. 2022 20:30,10.10.2022,750,0,ne,,,10. 10. 2022 05:30:06,ano,10. 10. 2022 05:28:01,ne,,ano,10. 10. 2022 05:16:16,Model Town,Pákistánská islámská republika
95900,N-NCO,,Magisterský navazující,prezenční,05. 10. 2022 12:58,,750,0,ne,,,,ne,,ne,,ano,05. 10. 2022 12:59:42,,
96222,N-LPA,,Magisterský navazující,prezenční,19. 10. 2022 11:19,,750,0,ne,,,,ne,,ne,,ano,19. 10. 2022 11:23:43,,
96055,B-BEDS,,Bakalářský,prezenční,12. 10. 2022 00:22,,750,0,ne,,,12. 10. 2022 00:32:29,ano,12. 10. 2022 00:29:02,ne,,ano,12. 10. 2022 00:23:25,La Florida,Chilská republika
95844,N-LPA,,Magisterský navazující,prezenční,03. 10. 2022 18:59,,750,0,ne,,,04. 10. 2022 13:30:00,ano,,ne,,ano,03. 10. 2022 19:15:02,Kasoa,Ghanská republika
96295,N-EGS,,Magisterský navazující,prezenční,21. 10. 2022 23:05,,750,0,ne,,,24. 10. 2022 22:35:40,ano,24. 10. 2022 22:30:29,ne,,ano,21. 10. 2022 23:09:15,Sunyani,Ghanská republika
96429,B-BEDS,,Bakalářský,prezenční,25. 10. 2022 19:23,,750,0,ne,,,,ne,,ne,,ano,25. 10. 2022 19:25:37,,
96149,N-EGS,,Magisterský navazující,prezenční,16. 10. 2022 11:43,16.10.2022,750,0,ne,,,16. 10. 2022 11:50:51,ano,16. 10. 2022 11:49:45,ne,,ano,16. 10. 2022 11:44:03,ZAWIA,Libyjská republika
95901,B-BEDS,,Bakalářský,prezenční,05. 10. 2022 13:25,,750,0,ne,,,,ne,,ne,,ano,05. 10. 2022 13:27:19,,
96252,N-NCO,,Magisterský navazující,prezenční,20. 10. 2022 15:02,,750,0,ne,,,20. 10. 2022 15:11:49,ano,20. 10. 2022 15:08:54,ne,,ano,20. 10. 2022 15:04:20,Gujranwala Pakistan,Pákistánská islámská republika
95999,N-EGS,,Magisterský navazující,prezenční,09. 10. 2022 10:45,,750,0,ne,,,,ne,,ne,,ne,,,
95976,B-BEE,,Bakalářský,prezenční,08. 10. 2022 02:00,,750,0,ne,,,,ne,,ne,,ano,08. 10. 2022 11:48:46,,
96291,N-NCO,,Magisterský navazující,prezenční,21. 10. 2022 18:25,,750,0,ne,,,,ne,,ne,,ne,,,
96557,N-NCO,,Magisterský navazující,prezenční,02. 11. 2022 14:53,04.11.2022,750,750,ano,04.11.2022,04. 11. 2022 08:33:45,04. 11. 2022 08:28:30,ano,04. 11. 2022 08:27:01,ano,04. 11. 2022 08:33:46,ano,04. 11. 2022 08:22:53,Nasushiobara-shi Tochigi-ken,Japonsko
95898,B-BEDS,,Bakalářský,prezenční,05. 10. 2022 11:51,,750,0,ne,,,,ne,05. 10. 2022 11:57:42,ne,,ano,05. 10. 2022 11:53:48,,
96367,B-BEDS,,Bakalářský,prezenční,24. 10. 2022 08:24,24.10.2022,750,0,ne,,,24. 10. 2022 08:48:23,ano,24. 10. 2022 08:45:52,ne,,ano,24. 10. 2022 08:34:31,Meerut,Indická republika
96573,B-BEDS,,Bakalářský,prezenční,02. 11. 2022 23:26,02.11.2022,750,0,ne,,,02. 11. 2022 23:45:45,ano,02. 11. 2022 23:44:10,ne,,ano,02. 11. 2022 23:35:56,sarai alamgir,Ostatní
96514,N-EGS,,Magisterský navazující,prezenční,31. 10. 2022 10:18,,750,0,ne,,,31. 10. 2022 10:30:19,ano,31. 10. 2022 10:32:55,ne,,ano,31. 10. 2022 10:19:31,Le Bardo,Tuniská republika
96625,B-BEDS,,Bakalářský,prezenční,05. 11. 2022 15:47,05.11.2022,750,750,ano,05.11.2022,05. 11. 2022 16:19:45,05. 11. 2022 16:04:18,ano,05. 11. 2022 15:53:42,ano,05. 11. 2022 16:19:45,ano,05. 11. 2022 15:48:59,Saint-Petersburg,Ruská federace
96304,B-BEDS,,Bakalářský,prezenční,22. 10. 2022 15:00,,750,0,ne,,,,ne,,ne,,ano,22. 10. 2022 15:04:27,,
95867,N-LPA,,Magisterský navazující,prezenční,04. 10. 2022 13:53,,750,0,ne,,,04. 10. 2022 13:39:37,ano,,ne,,ano,04. 10. 2022 13:53:01,Ndola,Zambijská republika
96458,N-EGS,,Magisterský navazující,prezenční,27. 10. 2022 21:38,27.10.2022,750,1500,ano,07.11.2022,09. 11. 2022 05:45:49,27. 10. 2022 22:05:43,ano,27. 10. 2022 22:02:33,ano,09. 11. 2022 05:45:52,ano,27. 10. 2022 21:43:38,Port-Harcourt,Nigérijská federativní republika
96527,B-BEDS,,Bakalářský,prezenční,01. 11. 2022 01:20,01.11.2022,750,0,ne,,,27. 10. 2022 22:05:43,ano,01. 11. 2022 01:25:48,ne,,ano,01. 11. 2022 01:20:21,Port-Harcourt,Nigérijská federativní republika
95813,B-BEDS,,Bakalářský,prezenční,03. 10. 2022 11:49,03.10.2022,750,750,ano,10.10.2022,12. 10. 2022 05:46:06,03. 10. 2022 12:31:29,ano,03. 10. 2022 22:58:54,ano,12. 10. 2022 05:46:09,ano,03. 10. 2022 11:55:49,Owerri,Ostatní
96024,N-ENVA,,Magisterský navazující,prezenční,10. 10. 2022 13:41,12.10.2022,750,750,ano,18.10.2022,18. 10. 2022 15:00:33,10. 10. 2022 13:59:28,ano,10. 10. 2022 13:51:32,ano,18. 10. 2022 15:00:33,ano,10. 10. 2022 13:42:31,Vijayapura(Bijapur),Indická republika
96572,N-LPA,,Magisterský navazující,prezenční,02. 11. 2022 21:57,05.11.2022,750,0,ne,,,02. 11. 2022 20:09:10,ano,02. 11. 2022 21:57:02,ne,,ano,02. 11. 2022 21:57:02,Accra,Ghanská republika
96676,B-BEE,,Bakalářský,prezenční,07. 11. 2022 08:39,,750,0,ne,,,02. 11. 2022 20:09:10,ano,07. 11. 2022 08:42:15,ne,,ano,07. 11. 2022 08:39:41,Accra,Ghanská republika
96613,B-BEDS,,Bakalářský,prezenční,04. 11. 2022 15:16,,750,0,ne,,,08. 11. 2022 12:01:58,ano,04. 11. 2022 15:22:34,ne,,ano,04. 11. 2022 15:17:03,Praha (Suchdol),Česká republika
95886,B-BEDS,,Bakalářský,prezenční,04. 10. 2022 22:16,,750,0,ne,,,02. 11. 2021 13:17:10,ano,,ne,,ano,04. 10. 2022 22:17:00,Lagos,Ostatní
95887,B-BEE,,Bakalářský,prezenční,04. 10. 2022 22:21,,750,0,ne,,,02. 11. 2021 13:17:10,ano,,ne,,ano,04. 10. 2022 22:21:10,Lagos,Ostatní
96519,N-EGS,,Magisterský navazující,prezenční,31. 10. 2022 15:22,,750,0,ne,,,02. 11. 2021 13:17:10,ano,31. 10. 2022 15:22:38,ne,,ano,31. 10. 2022 15:22:39,Lagos,Ostatní
96644,N-ENVA,,Magisterský navazující,prezenční,06. 11. 2022 03:11,08.11.2022,750,0,ne,,,06. 11. 2022 04:46:36,ano,06. 11. 2022 04:27:48,ne,,ano,06. 11. 2022 04:06:07,Shahana Lok,Pákistánská islámská republika
96630,N-NCO,,Magisterský navazující,prezenční,05. 11. 2022 19:20,,750,0,ne,,,05. 11. 2022 20:55:23,ano,05. 11. 2022 20:53:47,ne,,ano,05. 11. 2022 20:47:53,"off Palace Drive, Ile-iwe Bus-stop, Ikotun Lagos.",Nigérijská federativní republika
96377,B-BEDS,,Bakalářský,prezenční,24. 10. 2022 12:48,,750,0,ne,,,24. 10. 2022 13:09:05,ano,24. 10. 2022 12:58:26,ne,,ano,24. 10. 2022 12:50:12,dunpo,Korejská republika
95979,N-NCO,,Magisterský navazující,prezenční,08. 10. 2022 11:24,,750,0,ne,,,,ne,,ne,,ano,12. 10. 2022 10:16:33,,
96061,N-ENVA,,Magisterský navazující,prezenční,12. 10. 2022 10:18,,750,0,ne,,,,ne,,ne,,ano,12. 10. 2022 10:18:04,,
95932,B-BEDS,,Bakalářský,prezenční,06. 10. 2022 11:45,,750,0,ne,,,06. 10. 2022 13:00:36,ano,06. 10. 2022 13:51:16,ne,,ano,06. 10. 2022 12:38:10,Unknown,Pákistánská islámská republika
96299,N-ENVA,,Magisterský navazující,prezenční,22. 10. 2022 11:42,,750,0,ne,,,22. 10. 2022 11:42:09,ano,,ne,,ano,22. 10. 2022 11:42:09,Sukorady,Česká republika
96272,N-NCO,,Magisterský navazující,prezenční,21. 10. 2022 05:28,,750,0,ne,,,,ne,,ne,,ano,21. 10. 2022 05:31:11,,
95882,N-ENVA,,Magisterský navazující,prezenční,04. 10. 2022 21:29,05.10.2022,750,0,ne,,,05. 10. 2022 06:12:48,ano,05. 10. 2022 06:04:55,ne,,ano,04. 10. 2022 21:33:45,Benin city,Nigérijská federativní republika
95861,B-BEE,,Bakalářský,prezenční,04. 10. 2022 11:42,04.10.2022,750,750,ano,28.10.2022,28. 10. 2022 06:31:48,04. 10. 2022 12:15:47,ano,04. 10. 2022 12:04:14,ano,28. 10. 2022 06:31:49,ano,04. 10. 2022 11:45:05,Lagos,Nigérijská federativní republika
96375,N-LPA,,Magisterský navazující,prezenční,24. 10. 2022 12:07,,750,0,ne,,,,ne,24. 10. 2022 12:19:49,ne,,ano,24. 10. 2022 12:10:05,,
95826,B-BEE,,Bakalářský,prezenční,03. 10. 2022 15:33,29.10.2022,750,750,ano,29.10.2022,29. 10. 2022 09:45:13,03. 10. 2022 16:36:41,ano,04. 10. 2022 12:34:47,ano,29. 10. 2022 09:45:14,ano,03. 10. 2022 15:36:18,Pune Maharashtra,Indická republika
96220,N-LPA,,Magisterský navazující,prezenční,19. 10. 2022 11:07,,750,0,ne,,,,ne,,ne,,ne,,,
96465,N-NCO,,Magisterský navazující,prezenční,28. 10. 2022 12:18,28.10.2022,750,750,ano,02.11.2022,02. 11. 2022 22:17:41,28. 10. 2022 12:36:28,ano,28. 10. 2022 12:33:07,ano,02. 11. 2022 22:17:41,ano,28. 10. 2022 12:19:55,Nyamagabe,Rwandská republika
96612,B-BEDS,,Bakalářský,prezenční,04. 11. 2022 13:13,04.11.2022,750,0,ne,,,04. 11. 2022 13:32:10,ano,04. 11. 2022 13:29:24,ne,,ano,04. 11. 2022 13:15:20,"quetta,",Pákistánská islámská republika
95940,B-BEE,,Bakalářský,prezenční,06. 10. 2022 19:12,,750,0,ne,,,,ne,,ne,,ano,06. 10. 2022 19:13:10,,
96358,B-BEDS,,Bakalářský,prezenční,24. 10. 2022 00:56,24.10.2022,750,0,ne,,,24. 10. 2022 01:11:53,ano,24. 10. 2022 01:06:52,ne,,ano,24. 10. 2022 00:57:31,bahir dar,Etiopská federativní demokratická republika
96590,B-BEDS,,Bakalářský,prezenční,03. 11. 2022 16:44,03.11.2022,750,0,ne,,,03. 11. 2022 17:43:35,ano,03. 11. 2022 17:41:37,ne,,ano,03. 11. 2022 16:45:15,Dhaka,Bangladéšská lidová republika
96364,N-ENVA,,Magisterský navazující,prezenční,24. 10. 2022 06:11,,750,0,ne,,,,ne,,ne,,ano,24. 10. 2022 06:13:05,,
96320,B-BEDS,,Bakalářský,prezenční,23. 10. 2022 08:16,,750,0,ne,,,,ne,,ne,,ne,,,
96321,B-BEDS,,Bakalářský,prezenční,23. 10. 2022 08:19,,750,0,ne,,,,ne,,ne,,ano,23. 10. 2022 08:20:25,,
96130,N-EGS,,Magisterský navazující,prezenční,15. 10. 2022 20:20,15.10.2022,750,0,ne,,,15. 10. 2022 20:33:11,ano,15. 10. 2022 20:29:03,ne,,ano,15. 10. 2022 20:21:52,"Village Ratnoi, Post office Bagh , Azad Kashmir",Pákistánská islámská republika
96007,B-BEE,,Bakalářský,prezenční,09. 10. 2022 20:03,,750,0,ne,,,,ne,09. 10. 2022 20:29:02,ne,,ano,09. 10. 2022 20:17:45,,
96505,N-NCO,,Magisterský navazující,prezenční,30. 10. 2022 22:49,,750,0,ne,,,,ne,,ne,,ne,,,
96712,B-BEDS,,Bakalářský,prezenční,08. 11. 2022 22:52,,750,0,ne,,,,ne,,ne,,ano,08. 11. 2022 22:56:16,,
96413,B-BEDS,,Bakalářský,prezenční,25. 10. 2022 08:13,,750,0,ne,,,,ne,,ne,,ano,25. 10. 2022 08:15:32,,
96158,B-BEE,,Bakalářský,prezenční,16. 10. 2022 18:21,,750,0,ne,,,,ne,,ne,,ano,16. 10. 2022 18:22:51,,
95859,N-LPA,,Magisterský navazující,prezenční,04. 10. 2022 10:19,04.10.2022,750,750,ano,04.10.2022,04. 10. 2022 11:10:34,04. 10. 2022 10:48:35,ano,04. 10. 2022 10:42:14,ano,04. 10. 2022 11:10:35,ano,04. 10. 2022 10:26:07,Takoradi,Ghanská republika
96714,B-BEDS,,Bakalářský,prezenční,08. 11. 2022 23:24,,750,0,ne,,,,ne,,ne,,ano,08. 11. 2022 23:27:22,,
95970,N-NCO,,Magisterský navazující,prezenční,07. 10. 2022 23:39,,750,0,ne,,,08. 10. 2022 00:40:42,ano,08. 10. 2022 00:07:43,ne,,ano,07. 10. 2022 23:51:22,Agege-Lagos-Nigeria,Nigérijská federativní republika
96420,N-NCO,,Magisterský navazující,prezenční,25. 10. 2022 14:32,,750,0,ne,,,,ne,,ne,,ano,25. 10. 2022 14:38:53,,
96662,N-NCO,,Magisterský navazující,prezenční,06. 11. 2022 20:49,,750,0,ne,,,,ne,,ne,,ne,,,
96663,N-NCO,,Magisterský navazující,prezenční,06. 11. 2022 21:07,06.11.2022,750,750,ano,07.11.2022,07. 11. 2022 08:59:04,06. 11. 2022 21:31:27,ano,06. 11. 2022 21:28:38,ano,07. 11. 2022 08:59:04,ano,06. 11. 2022 21:08:53,Kpando,Ghanská republika
96592,N-EGS,,Magisterský navazující,prezenční,03. 11. 2022 18:22,,750,0,ne,,,,ne,,ne,,ano,03. 11. 2022 18:28:02,,
95820,N-ENVA,,Magisterský navazující,prezenční,03. 10. 2022 14:20,,750,0,ne,,,,ne,,ne,,ne,,,
96035,N-NCO,,Magisterský navazující,prezenční,11. 10. 2022 05:43,11.10.2022,750,0,ne,,,11. 10. 2022 06:35:42,ano,11. 10. 2022 06:17:57,ne,,ano,11. 10. 2022 05:50:18,Ghana (Ahafo Region),Ghanská republika
96054,B-BEDS,,Bakalářský,prezenční,11. 10. 2022 21:20,01.11.2022,750,750,ano,01.11.2022,01. 11. 2022 21:40:54,01. 11. 2022 21:14:02,ano,01. 11. 2022 21:30:02,ano,01. 11. 2022 21:40:55,ano,11. 10. 2022 21:24:31,Yaoundé,Kamerunská republika
96678,N-ENVA,,Magisterský navazující,prezenční,07. 11. 2022 10:49,,750,0,ne,,,07. 11. 2022 11:55:04,ano,07. 11. 2022 11:47:12,ne,,ano,07. 11. 2022 10:55:44,Kpongu,Ghanská republika
96232,B-BEDS,,Bakalářský,prezenční,19. 10. 2022 17:24,,750,0,ne,,,,ne,,ne,,ne,,,
96657,B-BEE,,Bakalářský,prezenční,06. 11. 2022 13:40,,750,0,ne,,,06. 11. 2022 13:40:20,ano,,ne,,ano,06. 11. 2022 13:40:20,Praha,Česká republika
95847,B-BEE,,Bakalářský,prezenční,03. 10. 2022 20:09,,750,0,ne,,,,ne,,ne,,ne,,,
95851,N-ENVA,,Magisterský navazující,prezenční,03. 10. 2022 21:43,11.10.2022,750,0,ne,,,03. 10. 2022 21:56:36,ano,03. 10. 2022 21:52:07,ne,,ano,03. 10. 2022 21:44:40,"Punjab, Pakistan",Pákistánská islámská republika
96011,B-BEE,,Bakalářský,prezenční,09. 10. 2022 22:44,09.10.2022,750,0,ne,,,09. 10. 2022 23:05:33,ano,09. 10. 2022 23:03:00,ne,,ano,09. 10. 2022 22:45:40,Kigali,Rwandská republika
95828,N-ENVA,,Magisterský navazující,prezenční,03. 10. 2022 15:57,10.10.2022,750,750,ano,10.10.2022,10. 10. 2022 15:30:43,10. 10. 2022 13:48:12,ano,10. 10. 2022 13:27:06,ano,10. 10. 2022 15:30:43,ano,03. 10. 2022 15:59:34,LAGOS,Nigérijská federativní republika
96316,B-BEE,,Bakalářský,prezenční,23. 10. 2022 00:31,23.10.2022,750,0,ne,,,23. 10. 2022 00:44:08,ano,23. 10. 2022 00:41:32,ne,,ano,23. 10. 2022 00:33:50,yes,Pákistánská islámská republika
96049,N-ENVA,,Magisterský navazující,prezenční,11. 10. 2022 18:15,11.10.2022,750,0,ne,,,01. 08. 2022 15:14:14,ano,11. 10. 2022 18:15:17,ne,,ano,11. 10. 2022 18:15:18,Port-Harcourt,Nigérijská federativní republika
96230,N-LPA,,Magisterský navazující,prezenční,19. 10. 2022 17:16,,750,0,ne,,,01. 08. 2022 15:14:14,ano,19. 10. 2022 17:16:43,ne,,ano,19. 10. 2022 17:16:43,Port-Harcourt,Nigérijská federativní republika
96231,N-NCO,,Magisterský navazující,prezenční,19. 10. 2022 17:18,20.10.2022,750,0,ne,,,01. 08. 2022 15:14:14,ano,19. 10. 2022 17:18:12,ne,,ano,19. 10. 2022 17:18:14,Port-Harcourt,Nigérijská federativní republika
96582,B-BEE,,Bakalářský,prezenční,03. 11. 2022 10:22,,750,0,ne,,,,ne,,ne,,ano,03. 11. 2022 10:42:09,,
95868,N-ENVA,,Magisterský navazující,prezenční,04. 10. 2022 14:15,,750,0,ne,,,08. 10. 2022 18:35:52,ano,18. 10. 2022 11:11:23,ne,,ano,08. 10. 2022 17:51:21,Limbe,Kamerunská republika
96675,B-BEDS,,Bakalářský,prezenční,07. 11. 2022 07:56,,750,0,ne,,,04. 02. 2022 19:25:48,ano,07. 11. 2022 07:56:11,ne,,ano,07. 11. 2022 07:56:12,Dhaka,Bangladéšská lidová republika
96674,B-BEDS,,Bakalářský,prezenční,07. 11. 2022 07:54,,750,0,ne,,,,ne,,ne,,ano,09. 11. 2022 08:39:13,,
96057,N-ENVA,,Magisterský navazující,prezenční,12. 10. 2022 00:47,12.10.2022,750,0,ne,,,12. 10. 2022 01:00:10,ano,12. 10. 2022 00:58:27,ne,,ano,12. 10. 2022 00:48:00,"Mithi Tharparkar, Sindh",Pákistánská islámská republika
96311,N-LPA,,Magisterský navazující,prezenční,22. 10. 2022 20:10,,750,0,ne,,,06. 12. 2021 12:53:30,ano,22. 10. 2022 20:10:23,ne,,ano,22. 10. 2022 20:10:24,Karachi,Pákistánská islámská republika
96310,N-LPA,,Magisterský navazující,prezenční,22. 10. 2022 20:08,,750,0,ne,,,,ne,,ne,,ne,,,
96693,N-NCO,,Magisterský navazující,prezenční,07. 11. 2022 21:08,,750,0,ne,,,,ne,,ne,,ano,07. 11. 2022 21:10:46,,
95889,N-NCO,,Magisterský navazující,prezenční,05. 10. 2022 00:26,,750,0,ne,,,05. 10. 2022 00:38:47,ano,05. 10. 2022 00:35:08,ne,,ano,05. 10. 2022 00:29:57,Madina Accra,Ghanská republika
96549,N-EGS,,Magisterský navazující,prezenční,02. 11. 2022 05:27,,750,0,ne,,,,ne,,ne,,ne,,,
96550,N-EGS,,Magisterský navazující,prezenční,02. 11. 2022 05:31,02.11.2022,750,0,ne,,,02. 11. 2022 06:01:45,ano,02. 11. 2022 05:56:30,ne,,ano,02. 11. 2022 05:33:59,Kabul Afghanistan,Afghánistán
96552,N-ENVA,,Magisterský navazující,prezenční,02. 11. 2022 07:02,02.11.2022,750,0,ne,,,02. 11. 2022 06:01:45,ano,02. 11. 2022 07:02:05,ne,,ano,02. 11. 2022 07:02:05,Kabul Afghanistan,Afghánistán
96052,B-BEE,,Bakalářský,prezenční,11. 10. 2022 20:48,,750,0,ne,,,,ne,,ne,,ne,,,
96542,B-BEDS,,Bakalářský,prezenční,01. 11. 2022 15:55,01.11.2022,750,750,ano,01.11.2022,01. 11. 2022 16:24:16,01. 11. 2022 16:14:56,ano,01. 11. 2022 16:21:25,ano,01. 11. 2022 16:24:17,ano,01. 11. 2022 15:56:27,Praha,Česká republika
96022,B-BEE,,Bakalářský,prezenční,10. 10. 2022 13:07,,750,0,ne,,,10. 10. 2022 13:21:31,ano,10. 10. 2022 13:18:35,ne,,ano,10. 10. 2022 13:08:25,"Lashibi, Greater Accra",Ghanská republika
96023,B-BEDS,,Bakalářský,prezenční,10. 10. 2022 13:33,,750,0,ne,,,10. 10. 2022 13:21:31,ano,10. 10. 2022 13:33:49,ne,,ano,10. 10. 2022 13:33:50,"Lashibi, Greater Accra",Ghanská republika
96193,B-BEDS,,Bakalářský,prezenční,18. 10. 2022 12:01,,750,0,ne,,,,ne,,ne,,ano,18. 10. 2022 12:05:12,,
95852,B-BEE,,Bakalářský,prezenční,03. 10. 2022 23:11,04.11.2022,750,0,ne,,,23. 10. 2022 14:46:23,ano,23. 10. 2022 13:06:04,ne,,ano,03. 10. 2022 23:16:00,Moscow,Ruská federace
96643,N-EGS,,Magisterský navazující,prezenční,06. 11. 2022 03:05,06.11.2022,750,0,ne,,,06. 11. 2022 10:13:02,ano,06. 11. 2022 10:10:14,ne,,ano,06. 11. 2022 09:57:30,Yaounde,Kamerunská republika
96221,B-BEE,,Bakalářský,prezenční,19. 10. 2022 11:11,19.10.2022,750,0,ne,,,19. 10. 2022 11:37:07,ano,19. 10. 2022 11:24:54,ne,,ano,19. 10. 2022 11:15:06,Saki,Nigérijská federativní republika
95837,N-LPA,,Magisterský navazující,prezenční,03. 10. 2022 17:18,,750,0,ne,,,03. 10. 2022 22:41:45,ano,03. 10. 2022 22:29:43,ne,,ano,03. 10. 2022 22:19:06,Ogbomoso,Nigérijská federativní republika
96713,N-NCO,,Magisterský navazující,prezenční,08. 11. 2022 23:10,,750,0,ne,,,08. 11. 2022 23:18:37,ano,08. 11. 2022 23:16:53,ne,,ano,08. 11. 2022 23:11:43,Dhaka,Bangladéšská lidová republika
